code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
8,3.25,40142649,139986954,52,-180,22.5,0,0,0,0,0,6NC 0 Heata -0 L,
8,3.26,40142721,139986856,63,180,22.5,0,0,0,0,0,6NC 2 Heata -0 L,
8,3.27,40142748,139986815,68,180,22.5,0,0,0,0,0,6NC 4 Heata -0 L,
8,3.28,40142768,139986786,71,180,22.5,0,0,0,0,0,6NC 6 Heata -0 L,
8,3.29,40142768,139986786,69,180,0,0,0,0,0,0,6NC 8 Heata -0 L,
8,3.3,40142786,139986779,73,180,0,0,0,0,0,0,6NC 10 Heat -0 L,
8,3.31,40142786,139986779,71,180,0,0,0,0,0,0,6NC 12 Heat -0 L,
8,3.32,40142786,139986779,68,180,0,0,0,0,0,0,6NC 14 Heat -0 L,
8,3.33,40142786,139986779,71,180,0,0,0,0,0,0,2NC 0 Done -0 L,
8,3.34,40142786,139986779,68,-180,0,-22.5,0,1,3,0,2t-0.82 Left-0 L,
8,3.35,40142466,139987191,23,-180,0,-22.5,0,1,3,0,2t-0.87 Left-0 L,
8,3.36,40142466,139987191,22,-180,0,-22.5,0,1,3,0,2t-0.81 Left-0 L,
8,3.37,40142466,139987191,22,-180,0,0,0,1,3,0,2t-0.85 Left-0 L,
8,3.38,40142466,139987191,21,-180,0,-22.5,0,1,3,0,2t-0.88 Left-0 L,
8,3.39,40142248,139987032,31,-180,0,-22.5,0,1,3,0,2t-0.88 Left-0 L,
8,3.4,40142248,139987032,31,-180,0,0,0,1,3,0,2t-1.78 Left-0 L,
8,3.41,40142283,139987008,33,-180,0,0,0,1,3,0,2t-1.77 Left-0 L,
8,3.43,40142283,139987008,33,-180,0,-22.5,0,1,3,0,2t-1.69 Left-0 L,
8,3.44,40142283,139987008,33,-180,0,0,0,1,3,0,2t-1.67 Left-0 L,
8,3.45,40142366,139987109,26,-180,0,0,0,1,3,0,2t-1.67 Left-0 L,
8,3.46,40142366,139987109,26,-180,0,-22.5,0,1,3,0,2t-1.38 Left-0 L,
8,3.47,40142366,139987109,25,-180,0,0,0,1,3,0,2t-1.37 Left-0 L,
8,3.48,40142366,139987109,25,-180,0,0,0,1,3,0,2t-1.37 Left-0 L,
8,3.49,40142444,139987209,21,-180,0,-22.5,0,1,3,0,2t-0.94 Left-0 L,
8,3.5,40142449,139987211,21,-180,0,0,0,1,3,0,2t-0.90 Left-0 L,
8,3.51,40142449,139987211,20,-180,0,-22.5,0,1,3,0,2t-0.90 Left-0 L,
8,3.52,40142449,139987211,19,-180,0,-22.5,0,1,3,0,2t-0.91 Left-0 L,
8,3.53,40142449,139987211,19,-180,0,0,0,1,3,0,2t-0.90 Left-0 L,
8,3.54,40142449,139987211,18,-180,0,-22.5,0,1,3,0,2t-0.90 Left-0 L,
8,3.55,40142449,139987211,18,-180,0,-22.5,0,1,3,0,2t-0.88 Left-0 L,
8,3.56,40142449,139987211,18,-180,0,0,0,1,3,0,2t-0.87 Left-0 L,
8,3.57,40142449,139987211,17,-180,0,-22.5,0,1,3,0,2t-0.88 Left-0 L,
8,3.58,40142449,139987211,17,-180,0,0,0,1,3,0,2t-0.88 Left-0 L,
8,3.59,40142449,139987211,17,-180,0,-22.5,0,1,3,0,2t-0.88 Left-0 L,
8,4,40142449,139987211,16,-180,0,-22.5,0,1,3,0,2t-0.88 Left-0 L,
8,4.1,40142449,139987211,16,-180,0,0,0,1,3,0,2t-0.87 Left-0 L,
