code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
1,0.2,40142086,139987694,35,-112.5,-67.5,67.5,0,0,0,0,169.5 altNRdy,
1,0.21,40142086,139987694,33,-22.5,22.5,-45,0,0,0,0,169.4 altNRdy,
1,0.4,0,0,71,157.5,157.5,-90,0,0,0,0,171.2 altNRdy,
1,0.5,0,0,71,67.5,135,-67.5,0,0,0,0,171.3 altNRdy,
1,0.6,0,0,90,135,112.5,-90,0,0,0,0,171.3 altNRdy,
1,0.7,0,0,42,112.5,112.5,-67.5,0,0,0,0,171.3 altNRdy,
1,0.8,0,0,71,0,-157.5,-90,0,0,0,0,171.3 altNRdy,
1,0.9,0,0,71,90,90,-67.5,0,0,0,0,171.3 altNRdy,
1,0.1,0,0,90,45,135,-90,0,0,0,0,171.3 altNRdy,
1,0.11,0,0,42,45,157.5,-90,0,0,0,0,171.3 altNRdy,
1,0.12,0,0,71,90,112.5,-90,0,0,0,0,171.3 altNRdy,
1,0.13,0,0,71,-90,-67.5,-90,0,0,0,0,171.3 altNRdy,
1,0.15,0,0,71,-90,-67.5,-67.5,0,0,0,0,171.3 altNRdy,
1,0.16,0,0,71,-90,-45,-45,0,0,0,0,171.3 altNRdy,
1,0.17,0,0,71,-90,-67.5,-45,0,0,0,0,171.3 altNRdy,
1,0.18,0,0,90,-67.5,-67.5,-45,0,0,0,0,171.3 altNRdy,
1,0.19,0,0,71,-90,-45,-45,0,0,0,0,171.3 altNRdy,
1,0.2,0,0,90,-90,-90,-45,0,0,0,0,171.3 altNRdy,
1,0.21,0,0,71,-90,-67.5,-67.5,0,0,0,0,171.3 altNRdy,
1,0.22,0,0,90,-67.5,-67.5,-67.5,0,0,0,0,171.3 altNRdy,
1,0.23,0,0,42,-90,-90,-67.5,0,0,0,0,171.3 altNRdy,
1,0.24,0,0,172,-90,-90,-67.5,0,0,0,0,171.3 altNRdy,
1,0.25,0,0,71,-112.5,-67.5,-90,0,0,0,0,171.3 altNRdy,
1,0.26,0,0,71,90,90,-90,0,0,0,0,171.3 altNRdy,
1,0.27,0,0,71,90,90,-67.5,0,0,0,0,171.3 altNRdy,
1,0.28,0,0,71,90,90,-67.5,0,0,0,0,171.3 altNRdy,
1,0.29,0,0,71,67.5,90,-45,0,0,0,0,171.3 altNRdy,
1,0.3,0,0,90,67.5,90,-45,0,0,0,0,171.3 altNRdy,
1,0.31,0,0,42,67.5,90,-22.5,0,0,0,0,171.3 altNRdy,
1,0.32,0,0,172,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.33,0,0,158,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.34,0,0,71,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.35,0,0,90,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.36,0,0,42,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.37,0,0,71,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.38,0,0,71,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.39,0,0,71,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.41,0,0,71,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.42,0,0,71,67.5,90,0,0,0,0,0,171.3 altNRdy,
1,0.43,0,0,71,67.5,90,0,0,0,0,0,171.3 altNRdy,
