code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
8,0.2,40142134,139987690,32,157.5,67.5,22.5,0,0,0,0,166.1 altNRdy,
8,0.21,40142134,139987690,31,-135,67.5,-22.5,0,0,0,0,166.2 altNRdy,
8,0.22,40142131,139987688,32,-90,-45,0,0,0,0,0,166.2 altNRdy,
8,0.23,40142132,139987688,32,-157.5,-135,22.5,0,0,0,0,166.3 altNRdy,
8,0.4,0,0,71,-90,45,0,0,0,0,0,169.9 altNRdy,
8,0.5,40142091,139987654,31,-90,22.5,-45,0,0,0,0,169.9 altNRdy,
8,0.6,40142091,139987654,30,-67.5,0,-22.5,0,0,0,0,169.9 altNRdy,
8,0.7,40142091,139987654,29,-45,22.5,-45,0,0,0,0,169.9 altNRdy,
8,0.8,40142107,139987645,30,-67.5,0,-67.5,0,0,0,0,169.8 altNRdy,
8,0.9,40142107,139987646,30,-90,45,-67.5,0,0,0,0,169.8 altNRdy,
8,0.1,40142106,139987643,29,-135,90,-67.5,0,0,0,0,169.8 altNRdy,
8,0.11,40142103,139987638,29,157.5,157.5,-67.5,0,0,0,0,169.8 altNRdy,
8,0.12,40142103,139987638,28,-135,90,-90,0,0,0,0,169.8 altNRdy,
8,0.13,40142103,139987638,27,-45,0,-90,0,0,0,0,169.8 altNRdy,
8,0.15,40142105,0,97,-157.5,135,-67.5,0,0,0,0,169.8 altNRdy,
8,0.16,40142105,0,96,157.5,157.5,-22.5,0,0,0,0,169.8 altNRdy,
8,0.17,40142104,139987627,28,90,157.5,-22.5,0,0,0,0,169.8 altNRdy,
8,0.18,40142106,139987621,28,90,157.5,0,0,0,0,0,169.8 altNRdy,
8,0.19,40142106,139987621,27,112.5,157.5,-22.5,0,0,0,0,169.8 altNRdy,
8,0.2,40142106,139987621,26,112.5,180,-45,0,0,0,0,169.8 altNRdy,
8,0.21,40142106,139987621,25,112.5,157.5,-45,0,0,0,0,169.8 altNRdy,
8,0.22,40142106,139987621,25,157.5,157.5,-45,0,0,0,0,169.8 altNRdy,
8,0.23,40142106,139987621,24,157.5,-180,-45,0,0,0,0,169.8 altNRdy,
8,0.24,40142106,139987621,24,157.5,180,-45,0,0,0,0,169.8 altNRdy,
8,0.25,40142106,139987621,23,-157.5,157.5,-45,0,0,0,0,169.8 altNRdy,
8,0.26,40142112,139987610,26,135,-135,-45,0,0,0,0,169.8 altNRdy,
8,0.27,40142112,139987610,26,135,-112.5,-67.5,0,0,0,0,169.8 altNRdy,
8,0.28,40142112,139987610,25,157.5,-135,-67.5,0,0,0,0,169.8 altNRdy,
8,0.29,40142112,139987610,24,135,-112.5,-45,0,0,0,0,169.8 altNRdy,
8,0.3,40142108,139987615,27,157.5,-112.5,-45,0,0,0,0,169.8 altNRdy,
8,0.31,40142108,139987615,26,180,-112.5,-45,0,0,0,0,169.8 altNRdy,
8,0.32,40142108,139987615,25,180,-112.5,-45,0,0,0,0,169.8 altNRdy,
8,0.33,40142105,139987621,28,-157.5,-90,-67.5,0,0,0,0,169.8 altNRdy,
8,0.34,40142108,139987627,28,-157.5,-90,-67.5,0,0,0,0,169.8 altNRdy,
8,0.35,40142115,139987631,28,-180,-112.5,-67.5,0,0,0,0,169.8 altNRdy,
8,0.36,40142115,139987631,27,-157.5,-157.5,-67.5,0,0,0,0,169.8 altNRdy,
8,0.37,40142128,139987638,28,-135,180,-67.5,0,0,0,0,169.8 altNRdy,
8,0.38,40142130,139987637,28,-135,157.5,-67.5,0,0,0,0,169.8 altNRdy,
8,0.39,40142131,139987637,28,-112.5,135,-45,0,0,0,0,169.8 altNRdy,
8,0.41,40142132,139987636,28,-135,112.5,-45,0,0,0,0,169.8 altNRdy,
8,0.42,808800,139987636,81,-135,112.5,-45,0,0,0,0,169.8 altNRdy,
8,0.43,808800,139987636,1,-135,112.5,-22.5,0,0,0,0,169.8 altNRdy,
8,0.44,40142133,139987640,28,-135,112.5,-22.5,0,0,0,0,169.8 altNRdy,
8,0.45,40142131,139987646,29,-135,112.5,-22.5,0,0,0,0,169.8 altNRdy,
8,0.46,40142131,139987646,28,-157.5,90,0,0,0,0,0,169.8 altNRdy,
8,0.47,40142131,139987646,27,-157.5,90,0,0,0,0,0,169.8 altNRdy,
8,0.48,40142131,139987646,27,-157.5,90,0,0,0,0,0,169.8 altNRdy,
8,0.49,40142115,139987644,29,-157.5,90,0,0,0,0,0,169.8 altNRdy,
8,0.5,40142114,139987644,29,-157.5,90,0,0,0,0,0,169.8 altNRdy,
8,0.51,40142113,139987643,29,-157.5,90,0,0,0,0,0,169.8 altNRdy,
8,0.52,40142112,139987642,29,-157.5,90,0,0,0,0,0,169.8 altNRdy,
8,0.53,40142111,139987638,29,-157.5,90,0,0,0,0,0,169.8 altNRdy,
8,0.54,40142111,139987638,28,-157.5,90,0,0,0,0,0,169.8 altNRdy,
