code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
2,0.4,0,0,71,-45,22.5,-22.5,0,0,0,0,172.8 altNRdy,
2,0.5,0,0,42,-112.5,22.5,0,0,0,0,0,172.8 altNRdy,
2,0.6,0,0,158,180,0,22.5,0,0,0,0,172.8 altNRdy,
2,0.7,0,0,71,157.5,0,45,0,0,0,0,172.9 altNRdy,
2,0.8,0,0,71,157.5,0,45,0,0,0,0,172.8 altNRdy,
2,0.9,0,0,42,135,22.5,45,0,0,0,0,172.8 altNRdy,
2,0.1,0,0,158,67.5,0,45,0,0,0,0,172.8 altNRdy,
2,0.11,0,0,71,45,0,67.5,0,0,0,0,172.8 altNRdy,
2,0.12,0,0,71,45,0,67.5,0,0,0,0,172.8 altNRdy,
2,0.13,0,0,42,22.5,-22.5,67.5,0,0,0,0,172.8 altNRdy,
2,0.15,0,0,71,-112.5,-180,90,0,0,0,0,172.8 altNRdy,
2,0.16,0,0,71,-22.5,-112.5,67.5,0,0,0,0,172.8 altNRdy,
2,0.17,0,0,42,22.5,-22.5,45,0,0,0,0,172.8 altNRdy,
2,0.18,0,0,71,0,0,22.5,0,0,0,0,172.8 altNRdy,
2,0.19,0,0,42,-22.5,0,22.5,0,0,0,0,172.8 altNRdy,
2,0.2,0,0,158,-45,0,45,0,0,0,0,172.8 altNRdy,
2,0.21,0,0,196,-45,22.5,45,0,0,0,0,172.8 altNRdy,
2,0.22,0,0,43,-22.5,0,45,0,0,0,0,172.8 altNRdy,
2,0.23,40142109,139987436,20,-22.5,0,45,0,0,0,0,172.8 altNRdy,
2,0.24,40142109,139987436,20,-22.5,0,45,0,0,0,0,172.8 altNRdy,
2,0.25,40142109,139987436,20,-45,0,45,0,0,0,0,172.8 altNRdy,
2,0.26,40142031,139987532,31,-22.5,0,45,0,0,0,0,172.8 altNRdy,
2,0.27,40142015,139987559,34,-22.5,0,45,0,0,0,0,172.8 altNRdy,
2,0.28,40141999,139987584,36,-22.5,-22.5,45,0,0,0,0,172.8 altNRdy,
2,0.29,40141990,139987600,38,-22.5,-22.5,45,0,0,0,0,172.8 altNRdy,
2,0.3,40141990,139987600,38,-22.5,-22.5,45,0,0,0,0,172.8 altNRdy,
2,0.31,40141983,139987616,39,0,-45,22.5,0,0,0,0,172.8 altNRdy,
2,0.32,40141983,139987616,28,22.5,-45,22.5,0,0,0,0,172.8 altNRdy,
2,0.33,40141983,139987616,25,-22.5,-45,22.5,0,0,0,0,172.8 altNRdy,
2,0.34,40141983,139987616,23,0,-45,22.5,0,0,0,0,172.8 altNRdy,
2,0.35,40141983,139987616,21,22.5,-45,22.5,0,0,0,0,172.8 altNRdy,
2,0.36,40142043,139987605,33,22.5,-45,22.5,0,0,0,0,172.8 altNRdy,
2,0.37,40142043,139987605,25,0,-22.5,22.5,0,0,0,0,172.8 altNRdy,
2,0.38,40142043,139987605,23,0,0,22.5,0,0,0,0,172.8 altNRdy,
2,0.39,40142103,139987559,25,0,0,22.5,0,0,0,0,172.8 altNRdy,
2,0.41,40142123,139987543,22,22.5,22.5,22.5,0,0,0,0,172.8 altNRdy,
2,0.42,40142134,139987531,21,22.5,45,22.5,0,0,0,0,172.8 altNRdy,
2,0.43,40142147,139987521,19,22.5,45,22.5,0,0,0,0,172.8 altNRdy,
2,0.44,40142150,139987524,19,22.5,45,22.5,0,0,0,0,172.8 altNRdy,
2,0.45,40142151,139987522,19,45,67.5,22.5,0,0,0,0,172.8 altNRdy,
2,0.46,40142151,139987522,15,45,67.5,22.5,0,0,0,0,172.8 altNRdy,
2,0.47,40142151,139987522,14,45,67.5,22.5,0,0,0,0,172.8 altNRdy,
2,0.48,40142151,139987522,13,45,90,22.5,0,0,0,0,172.8 altNRdy,
2,0.49,40142151,139987522,12,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.5,40142137,139987535,20,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.51,40142136,139987534,20,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.52,40142136,139987539,21,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.53,40142138,139987536,20,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.54,40142141,139987531,20,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.55,40142145,139987522,19,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.56,40142150,139987514,18,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.57,40142149,139987520,19,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.58,40142148,139987524,19,45,90,0,0,0,0,0,172.8 altNRdy,
2,0.59,40142145,139987528,19,45,90,0,0,0,0,0,172.8 altNRdy,
2,1,40142143,139987531,20,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.1,40142143,139987531,16,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.2,40142143,139987531,14,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.3,40142150,139987526,19,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.4,40142154,139987517,18,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.5,40142154,139987517,14,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.7,40142154,139987517,13,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.8,40142155,139987478,16,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.9,40142149,139987467,17,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.1,40142147,139987457,17,45,90,0,0,0,0,0,172.8 altNRdy,
2,1.11,40142142,139987460,17,45,90,0,0,0,0,0,172.8 altNRdy,
