code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
3,0.4,0,0,71,-67.5,67.5,22.5,0,0,0,0,169.4 altNRdy,
3,0.5,0,0,117,-90,67.5,45,0,0,0,0,169.4 altNRdy,
3,0.6,40142110,139987712,35,-90,67.5,67.5,0,0,0,0,169.3 altNRdy,
3,0.7,40142110,139987712,35,-135,22.5,67.5,0,0,0,0,169.1 altNRdy,
3,0.8,40142104,139987694,34,-157.5,22.5,67.5,0,0,0,0,169.1 altNRdy,
3,0.9,40142104,139987694,33,-135,45,45,0,0,0,0,169.1 altNRdy,
3,0.1,40142115,139987681,32,-157.5,45,22.5,0,0,0,0,169.1 altNRdy,
3,0.11,40142115,139987681,32,-135,45,22.5,0,0,0,0,169.1 altNRdy,
3,0.12,40142115,139987681,32,-112.5,67.5,45,0,0,0,0,169.1 altNRdy,
3,0.13,40142121,139987666,31,-135,67.5,67.5,0,0,0,0,169.1 altNRdy,
3,0.15,40142124,139987657,30,-22.5,112.5,67.5,0,0,0,0,169.1 altNRdy,
3,0.16,40142133,139987646,28,0,67.5,90,0,0,0,0,169.1 altNRdy,
3,0.17,40142141,139987636,27,0,67.5,90,0,0,0,0,169.1 altNRdy,
3,0.18,40142145,139987627,26,0,0,45,0,0,0,0,169.1 altNRdy,
3,0.19,40142145,139987627,26,0,0,22.5,0,0,0,0,169.1 altNRdy,
3,0.2,40142145,139987627,26,0,0,22.5,0,0,0,0,169.1 altNRdy,
3,0.21,40142145,139987627,26,45,0,22.5,0,0,0,0,169.1 altNRdy,
3,0.22,40142145,139987627,25,45,0,22.5,0,0,0,0,169.1 altNRdy,
3,0.23,40142157,139987590,23,90,0,22.5,0,0,0,0,169.1 altNRdy,
3,0.24,40142161,139987589,22,112.5,0,22.5,0,0,0,0,169.1 altNRdy,
3,0.25,40142161,139987589,22,90,0,22.5,0,0,0,0,169.1 altNRdy,
3,0.26,40142161,139987589,22,67.5,0,45,0,0,0,0,169.1 altNRdy,
3,0.27,40142164,139987587,22,67.5,0,67.5,0,0,0,0,169.1 altNRdy,
3,0.28,40142164,139987587,22,22.5,-22.5,45,0,0,0,0,169.1 altNRdy,
3,0.29,40142164,139987587,22,67.5,0,0,0,0,0,0,169.1 altNRdy,
3,0.3,40142164,139987587,21,67.5,0,0,0,0,0,0,169.1 altNRdy,
3,0.31,40142167,139987587,22,45,22.5,0,0,0,0,0,169.1 altNRdy,
3,0.32,40142167,139987587,22,45,0,0,0,0,0,0,169.1 altNRdy,
3,0.33,40142167,139987587,22,67.5,22.5,0,0,0,0,0,169.1 altNRdy,
3,0.34,40142167,139987587,21,45,0,0,0,0,0,0,169.1 altNRdy,
3,0.35,40142167,139987587,21,67.5,0,0,0,0,0,0,169.1 altNRdy,
3,0.36,40142167,139987587,21,90,0,0,0,0,0,0,169.1 altNRdy,
3,0.37,40142167,139987587,21,-157.5,0,-22.5,0,0,0,0,169.1 altNRdy,
3,0.38,40142167,139987587,21,-135,22.5,0,0,0,0,0,169.1 altNRdy,
3,0.39,40142188,139987584,21,-90,0,0,0,0,0,0,169.1 altNRdy,
3,0.41,40142188,139987584,21,-112.5,-22.5,0,0,0,0,0,169.1 altNRdy,
3,0.42,40142188,139987584,20,-157.5,-22.5,22.5,0,0,0,0,169.1 altNRdy,
3,0.43,40142185,139987580,21,-135,-45,22.5,0,0,0,0,169.1 altNRdy,
3,0.44,40142185,139987580,20,-135,-45,0,0,0,0,0,169.1 altNRdy,
3,0.45,40142185,139987580,20,-135,-45,22.5,0,0,0,0,169.1 altNRdy,
3,0.46,40142185,139987580,20,-157.5,-22.5,0,0,0,0,0,169.1 altNRdy,
3,0.47,40142185,139987580,20,-112.5,-22.5,22.5,0,0,0,0,169.1 altNRdy,
3,0.48,40142185,139987580,20,-112.5,-22.5,22.5,0,0,0,0,169.1 altNRdy,
3,0.49,40142185,139987580,20,-135,-22.5,22.5,0,0,0,0,169.1 altNRdy,
3,0.5,40142185,139987580,19,-180,-22.5,0,0,0,0,0,169.1 altNRdy,
3,0.51,40142185,139987580,19,-157.5,0,0,0,0,0,0,169.1 altNRdy,
3,0.52,40142185,139987580,19,-157.5,0,22.5,0,0,0,0,169.1 altNRdy,
3,0.53,40142175,139987578,21,-180,22.5,22.5,0,0,0,0,169.1 altNRdy,
3,0.54,40142175,139987578,21,180,45,0,0,0,0,0,169.1 altNRdy,
3,0.55,40142175,139987578,20,180,45,22.5,0,0,0,0,169.1 altNRdy,
3,0.56,40142173,139987578,21,180,45,0,0,0,0,0,169.1 altNRdy,
3,0.57,40142164,139987583,22,157.5,67.5,0,0,0,0,0,169.1 altNRdy,
3,0.58,40142164,139987583,22,157.5,67.5,0,0,0,0,0,169.1 altNRdy,
3,0.59,40142164,139987583,21,157.5,67.5,0,0,0,0,0,169.1 altNRdy,
3,1,40142164,139987583,22,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.1,40142165,139987583,22,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.2,40142165,139987583,22,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.3,40142167,139987581,21,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.4,40142167,139987581,21,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.5,40142167,139987581,21,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.7,40142167,139987581,21,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.8,40142167,139987582,22,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.9,40142167,139987582,22,135,90,0,0,0,0,0,169.1 altNRdy,
3,1.1,40142167,139987582,22,135,90,0,0,0,0,0,169.1 altNRdy,
3,1.11,40142166,139987582,22,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.12,40142166,139987582,22,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.13,40142167,139987582,22,157.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.14,40142167,139987581,21,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.15,40142167,139987581,21,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.16,40142166,139987580,21,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.17,40142168,139987564,20,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.18,40142167,139987547,19,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.19,40142162,139987530,18,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.2,40142160,139987511,17,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.21,40142159,139987491,17,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.22,40142159,139987491,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.23,40142159,139987491,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.24,40142169,139987470,15,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.25,40142169,139987470,14,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.26,40142169,139987470,14,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.27,40142158,139987477,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.28,40142157,139987477,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.29,40142157,139987476,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.3,40142156,139987476,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.31,40142156,139987476,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.33,40142156,139987476,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.34,40142156,139987477,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.35,40142156,139987477,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.36,40142155,139987478,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.37,40142155,139987478,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.38,40142156,139987479,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.39,40142156,139987479,16,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.4,40142156,139987479,15,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.41,40142156,139987481,17,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.42,40142156,139987482,17,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.43,40142156,139987483,17,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.44,40142156,139987483,17,112.5,90,0,0,0,0,0,169.1 altNRdy,
3,1.45,40142156,139987483,17,112.5,90,0,0,0,0,0,169.1 altNRdy,
