code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
5,8.49,40142330,139987173,19,-22.5,0,-67.5,0,0,0,0,6NC 0 Heatand,
5,8.5,40142330,139987173,19,-112.5,22.5,-90,0,0,0,0,6NC 2 Heatand,
5,8.51,40142330,139987173,19,-157.5,0,-22.5,0,0,0,0,6NC 4 Heatand,
5,8.52,40142330,139987173,19,-180,0,-22.5,0,0,0,0,6NC 6 Heatand,
5,8.53,40142330,139987173,19,180,0,-22.5,0,0,0,0,6NC 8 Heatand,
5,8.55,40142330,139987173,19,180,0,-22.5,0,0,0,0,6NC 10 Heatnd,
5,8.56,40142321,139987170,19,180,0,-22.5,0,0,0,0,6NC 12 Heatnd,
5,8.57,40142319,139987171,19,180,0,-22.5,0,0,0,0,6NC 14 Heatnd,
5,8.58,40142319,139987171,19,-180,0,-22.5,0,0,0,0,2NC 0 Donend,
5,8.59,40142319,139987171,19,-157.5,0,-22.5,0,1,3,0,2t-1.63 Leftd,
5,9,40142319,139987171,18,-157.5,0,-45,0,1,3,0,2t-1.71 Leftd,
5,9.1,40142319,139987171,18,-157.5,0,-22.5,0,1,3,0,2t-1.92 Leftd,
5,9.2,40142309,139987204,16,-157.5,0,-22.5,0,1,3,0,2t-1.71 Leftd,
5,9.3,40142331,139987229,14,-180,0,-45,0,1,3,0,2t-1.67 Leftd,
5,9.4,40142349,139987239,14,-157.5,0,-22.5,0,1,3,0,2t-1.49 Leftd,
5,9.5,40142354,139987227,15,-180,0,-22.5,0,1,3,0,2t-1.37 Leftd,
5,9.6,40142354,139987227,15,-180,0,-45,0,1,3,0,2t-1.35 Leftd,
5,9.7,40142354,139987227,14,180,0,-22.5,0,1,3,0,2t-1.23 Leftd,
5,9.8,40142384,139987297,11,157.5,0,-45,0,1,3,0,2t-0.99 Leftd,
5,9.9,40142384,139987297,10,157.5,0,-45,0,1,3,0,2t-0.49 Leftd,
5,9.1,40142384,139987297,9,180,0,-45,0,1,3,0,2t-0.56 Leftd,
5,9.11,40142384,139987297,9,157.5,0,-22.5,0,1,3,0,2t-0.58 Leftd,
5,9.12,40142384,139987297,8,180,0,-45,0,1,3,0,2t-0.62 Leftd,
5,9.13,40142365,139987273,12,180,0,-45,0,1,3,0,2t-0.97 Leftd,
5,9.14,40142365,139987273,11,180,0,-22.5,0,1,3,0,2t-1.01 Leftd,
5,9.15,40142365,139987273,11,180,0,-22.5,0,1,3,0,2t-1.04 Leftd,
5,9.16,40142357,139987242,14,180,0,-22.5,0,1,3,0,2t-1.06 Leftd,
5,9.17,40142357,139987242,14,157.5,0,-22.5,0,1,3,0,2t-1.02 Leftd,
5,9.18,40142357,139987242,13,157.5,22.5,-22.5,0,1,3,0,2t-0.88 Leftd,
5,9.19,40142357,139987242,13,157.5,0,-45,0,1,3,0,2t-0.76 Leftd,
5,9.21,40142357,139987242,13,157.5,0,-45,0,1,3,0,2t-0.74 Leftd,
5,9.22,40142337,139987205,16,157.5,0,-45,0,1,3,0,2t-0.90 Leftd,
5,9.23,40142337,139987205,16,157.5,0,-22.5,0,1,3,0,2t-0.85 Leftd,
5,9.24,40142337,139987205,16,135,0,-22.5,0,1,3,0,2t-0.75 Leftd,
5,9.25,40142337,139987205,16,135,0,-22.5,0,1,3,0,2t-0.57 Leftd,
5,9.26,40142337,139987205,15,135,0,-45,0,1,3,0,2t-0.42 Leftd,
5,9.27,40142326,139987156,20,135,0,-45,0,1,3,0,2t-0.51 Leftd,
5,9.28,40142326,139987156,20,157.5,0,-45,0,1,3,0,2t-0.90 Leftd,
5,9.29,40142326,139987156,20,157.5,0,-22.5,0,1,3,0,2t-0.91 Leftd,
5,9.3,40142326,139987156,20,157.5,0,-22.5,0,1,3,0,2t-1.14 Leftd,
5,9.31,40142326,139987156,19,157.5,0,0,0,1,3,0,2t-1.02 Leftd,
5,9.32,40142326,139987156,20,157.5,0,-22.5,0,1,3,0,2t-1.16 Leftd,
5,9.33,40142326,139987156,20,135,0,-45,0,1,3,0,2t-0.98 Leftd,
5,9.34,40142326,139987156,20,157.5,0,-22.5,0,1,3,0,2t-0.96 Leftd,
5,9.35,40142319,139987147,21,135,0,-22.5,0,1,3,0,2t-0.84 Leftd,
5,9.36,40142319,139987147,21,157.5,0,-22.5,0,1,3,0,2t-1.09 Leftd,
5,9.37,40142316,139987145,21,157.5,0,-45,0,1,3,0,2t-1.00 Leftd,
