code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data,latitude,longitude
7,0.4,0,0,244,281.25,0,0,0,0,0,0,1,176.6 altNRdy,0,0
7,0.5,0,0,244,315,0,0,0,0,0,0,1,176.7 altNRdy,0,0
7,0.4,0,0,244,292.5,0,0,0,0,0,0,1,170.4 altNRdy,0,0
7,0.5,0,0,85,326.25,0,0,0,0,0,0,1,170.6 altNRdy,0,0
7,0.6,0,0,244,326.25,0,0,0,0,0,0,1,170.7 altNRdy,0,0
7,0.7,0,0,244,326.25,0,0,0,0,0,0,1,170.6 altNRdy,0,0
7,0.8,0,0,244,326.25,0,0,0,0,0,0,1,170.6 altNRdy,0,0
7,0.9,0,0,85,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.1,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.11,0,0,85,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.12,0,0,48,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.13,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.15,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.16,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.17,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.18,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.19,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.2,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.21,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.22,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.23,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.24,0,0,244,326.25,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.25,0,0,244,292.5,0,0,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.26,0,0,244,247.5,0,45,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.27,0,0,85,258.75,0,33.8,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.28,0,0,48,281.25,0,56.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.29,0,0,244,225,0,22.5,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.3,0,0,244,225,0,22.5,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.31,0,0,244,236.25,0,22.5,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.32,0,0,244,236.25,0,45,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.33,0,0,244,315,0,56.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.34,0,0,244,0,0,33.8,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.35,0,0,244,337.5,0,22.5,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.36,0,0,85,326.25,0,22.5,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.37,0,0,48,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.38,0,0,164,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.39,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.41,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.42,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.43,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.44,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.45,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.46,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.47,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.48,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.49,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.5,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.51,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.52,0,0,85,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.53,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.54,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.55,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.56,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.57,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.58,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,0.59,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,1,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,1.1,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,1.2,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,1.3,0,0,244,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,0,0
7,1.4,34801620,135770982,6,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770982
7,1.5,34801620,135770982,6,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770982
7,1.7,34801620,135770982,6,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770982
7,1.8,34801620,135770982,6,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770982
7,1.9,34801620,135770982,6,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770982
7,1.1,34801620,135770982,6,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770982
7,1.11,34801621,135770989,6,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801621,135.770989
7,1.12,34801622,135770993,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801622,135.770993
7,1.13,34801622,135770996,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801622,135.770996
7,1.14,34801622,135770997,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801622,135.770997
7,1.15,34801622,135770998,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801622,135.770998
7,1.16,34801622,135770998,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801622,135.770998
7,1.17,34801621,135770998,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801621,135.770998
7,1.18,34801621,135770998,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801621,135.770998
7,1.19,34801621,135770997,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801621,135.770997
7,1.2,34801620,135770996,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770996
7,1.21,34801620,135770996,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770996
7,1.22,34801620,135770996,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770996
7,1.23,34801620,135770996,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770996
7,1.24,34801620,135770994,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770994
7,1.25,34801620,135770994,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770994
7,1.26,34801620,135770994,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.80162,135.770994
7,1.27,34801621,135770993,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801621,135.770993
7,1.28,34801621,135770993,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801621,135.770993
7,1.29,34801621,135770993,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801621,135.770993
7,1.3,34801621,135770992,5,326.25,0,11.2,0,0,0,0,1,170.7 c5 Rise,34.801621,135.770992
