code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data,latitude,longitude
10,0.4,0,0,244,202.5,0,0,0,0,0,0,1,172.9 altNRdy,0,0
10,0.5,0,0,3,202.5,0,0,0,0,0,0,1,173.0 altNRdy,0,0
10,0.4,0,0,244,247.5,0,0,0,0,0,0,1,169.9 altNRdy,0,0
10,0.5,0,0,3,247.5,0,0,0,0,0,0,1,169.9 altNRdy,0,0
10,0.6,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.7,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.8,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.9,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.1,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.11,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.12,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.13,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.15,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.16,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.17,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.18,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.19,0,0,3,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.2,0,0,244,225,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.21,0,0,244,258.75,0,22.5,0,0,0,0,1,170.0 altNRdy,0,0
10,0.22,0,0,244,247.5,0,22.5,0,0,0,0,1,170.0 altNRdy,0,0
10,0.23,0,0,244,247.5,0,0,0,0,0,0,1,170.0 altNRdy,0,0
10,0.24,0,0,244,236.25,0,0,0,0,0,0,1,171.7 c5 Rise,0,0
10,0.25,0,0,3,191.25,0,0,0,0,0,0,1,171.7 c5 Rise,0,0
10,0.26,0,0,244,168.75,0,0,0,0,0,0,1,171.7 c5 Rise,0,0
10,0.27,0,0,244,213.75,0,0,0,0,0,0,1,171.7 c5 Rise,0,0
10,0.28,0,0,244,236.25,0,0,0,0,0,0,1,170.3 c5 Fall,0,0
10,0.29,0,0,3,202.5,0,0,0,0,0,0,1,170.3 c5 Fall,0,0
10,0.3,0,0,244,213.75,0,0,0,0,0,0,1,170.3 c5 Fall,0,0
10,0.31,0,0,3,213.75,0,0,0,0,0,0,1,170.3 c5 Fall,0,0
10,0.32,0,0,15,213.75,0,0,0,0,0,0,6,0.1 s0.01 a -0 L,0,0
10,0.33,0,0,244,281.25,0,0,0,0,0,0,6,NC 1 Heata -0 L,0,0
10,0.34,0,0,244,337.5,0,0,0,0,0,0,6,NC 3 Heata -0 L,0,0
10,0.35,34801614,135770957,8,315,0,0,0,0,0,0,6,NC 5 Heata -0 L,34.801614,135.770957
10,0.36,34801614,135770957,8,337.5,0,0,0,0,0,0,2,NC 0 Donea -0 L,34.801614,135.770957
10,0.37,34801613,135770959,8,236.25,0,0,0,0,2,0,2,t0.83 RightrdL,34.801613,135.770959
10,0.38,34801615,135770962,8,236.25,0,0,0,0,2,0,2,t0.86 RightrdL,34.801615,135.770962
10,0.39,34801615,135770962,7,225,0,0,0,0,2,0,2,t0.86 RightrdL,34.801615,135.770962
10,0.41,34801626,135770971,7,225,0,0,0,0,2,0,2,t1.07 RightrdL,34.801626,135.770971
10,0.42,34801626,135770971,7,225,0,0,0,0,2,0,2,t1.07 RightrdL,34.801626,135.770971
10,0.43,34801639,135770977,7,225,0,0,0,0,2,0,2,t1.39 RightrdL,34.801639,135.770977
10,0.44,34801639,135770977,7,236.25,0,0,0,0,2,0,2,t1.39 RightrdL,34.801639,135.770977
10,0.45,34801639,135770977,7,236.25,0,0,0,0,2,0,2,t1.39 RightrdL,34.801639,135.770977
10,0.46,34801625,135770967,7,236.25,0,0,0,0,2,0,2,t1.01 RightrdL,34.801625,135.770967
10,0.47,3801625,135770965,234,236.25,0,0,0,0,2,0,2,t2.16 RightrdL,3.801625,135.770965
10,0.48,34801626,135770961,8,236.25,0,0,0,0,2,0,2,t0.97 RightrdL,34.801626,135.770961
10,0.49,34801626,135770960,8,236.25,0,0,0,0,2,0,2,t0.88 RightrdL,34.801626,135.77096
10,0.5,34801626,135770960,8,236.25,0,0,0,0,2,0,2,t0.88 RightrdL,34.801626,135.77096
10,0.51,34801626,135770960,8,236.25,0,0,0,0,2,0,2,t0.88 RightrdL,34.801626,135.77096
10,0.52,34801626,135770960,8,236.25,0,0,0,0,2,0,2,t0.88 RightrdL,34.801626,135.77096
10,0.53,34801626,135770960,7,236.25,0,0,0,0,2,0,2,t0.88 RightrdL,34.801626,135.77096
10,0.54,34801626,135770960,7,236.25,0,0,0,0,2,0,2,t0.88 RightrdL,34.801626,135.77096
10,0.55,34801623,135770959,8,247.5,0,0,0,0,2,0,2,t0.92 RightrdL,34.801623,135.770959
10,0.56,34801623,135770959,8,236.25,0,0,0,0,2,0,2,t0.92 RightrdL,34.801623,135.770959
10,0.57,34801623,135770959,8,236.25,0,0,0,0,2,0,2,t0.92 RightrdL,34.801623,135.770959
