code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data,latitude,longitude
3,0.4,0,0,244,236.25,0,0,0,0,0,0,1,173.7 altNRdy,0,0
3,0.4,0,0,244,281.25,0,11.2,0,0,0,0,1,173.2 altNRdy,0,0
3,0.5,0,0,244,292.5,0,11.2,0,0,0,0,1,173.1 altNRdy,0,0
3,0.6,0,0,244,292.5,0,11.2,0,0,0,0,1,173.2 altNRdy,0,0
3,0.7,0,0,85,303.75,11.2,0,0,0,0,0,1,173.3 altNRdy,0,0
3,0.8,0,0,48,281.25,11.2,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.9,0,0,244,281.25,33.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.1,0,0,244,270,45,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.11,0,0,244,270,67.5,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.12,0,0,244,281.25,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.13,0,0,85,281.25,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.15,0,0,244,281.25,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.16,0,0,244,281.25,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.17,0,0,244,281.25,67.5,11.2,0,0,0,0,1,173.2 altNRdy,0,0
3,0.18,0,0,244,292.5,78.8,11.2,0,0,0,0,1,173.2 altNRdy,0,0
3,0.19,0,0,244,292.5,78.8,11.2,0,0,0,0,1,173.2 altNRdy,0,0
3,0.2,0,0,244,281.25,78.8,11.2,0,0,0,0,1,173.2 altNRdy,0,0
3,0.21,0,0,244,281.25,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.22,0,0,244,270,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.23,0,0,244,281.25,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.24,0,0,244,270,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.25,0,0,85,258.75,90,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.26,0,0,48,258.75,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.27,0,0,164,247.5,90,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.28,0,0,99,258.75,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.29,0,0,3,247.5,90,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.3,0,0,129,247.5,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.31,0,0,67,258.75,78.8,0,0,0,0,0,1,173.2 altNRdy,0,0
3,0.32,0,0,244,247.5,90,11.2,0,0,0,0,1,173.2 altNRdy,0,0
3,0.33,0,0,244,247.5,90,11.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.34,0,0,244,247.5,101.2,22.5,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.35,0,0,244,281.25,112.5,56.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.36,0,0,85,270,112.5,56.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.37,0,0,244,258.75,101.2,67.5,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.38,0,0,85,247.5,90,67.5,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.39,0,0,48,258.75,90,56.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.41,0,0,244,236.25,78.8,56.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.42,0,0,244,225,56.2,33.8,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.43,0,0,244,315,33.8,22.5,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.44,0,0,244,0,33.8,11.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.45,0,0,244,326.25,45,11.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.46,0,0,244,292.5,33.8,22.5,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.47,0,0,244,292.5,33.8,33.8,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.48,0,0,244,326.25,67.5,45,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.49,0,0,244,303.75,56.2,33.8,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.5,0,0,244,303.75,33.8,22.5,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.51,0,0,244,326.25,33.8,11.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.52,0,0,244,348.75,33.8,33.8,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.53,0,0,85,0,33.8,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.54,0,0,48,11.25,33.8,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.55,0,0,164,22.5,22.5,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.56,0,0,244,0,22.5,33.8,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.57,0,0,85,348.75,33.8,45,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.58,0,0,48,0,45,45,0,0,0,0,1,173.0 c5 Rise,0,0
3,0.59,0,0,244,0,33.8,33.8,0,0,0,0,1,173.0 c5 Rise,0,0
3,1,0,0,244,0,45,45,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.1,0,0,244,11.25,11.2,33.8,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.2,0,0,85,348.75,33.8,56.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.3,0,0,244,315,22.5,56.2,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.4,0,0,85,11.25,11.2,22.5,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.5,0,0,48,11.25,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.7,0,0,244,11.25,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.8,0,0,85,11.25,22.5,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.9,0,0,244,11.25,22.5,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.1,0,0,244,11.25,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.11,0,0,85,11.25,22.5,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.12,0,0,48,11.25,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.13,0,0,244,11.25,0,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.14,0,0,244,11.25,0,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.15,0,0,244,11.25,0,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.16,0,0,244,11.25,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.17,0,0,244,22.5,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.18,0,0,85,11.25,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.19,0,0,48,22.5,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.2,0,0,164,22.5,0,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.21,0,0,99,33.75,0,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.22,0,0,244,22.5,0,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.23,0,0,244,0,33.8,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.24,0,0,244,11.25,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.25,0,0,244,22.5,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.26,0,0,85,33.75,11.2,0,0,0,0,0,1,173.0 c5 Rise,0,0
3,1.27,34801305,135770931,34,33.75,11.2,0,0,0,0,0,1,173.0 c5 Rise,34.801305,135.770931
3,1.28,34801303,135770929,34,45,11.2,0,0,0,0,0,1,173.0 c5 Rise,34.801303,135.770929
3,1.29,34801307,135770925,34,33.75,11.2,0,0,0,0,0,1,173.0 c5 Rise,34.801307,135.770925
3,1.3,34801312,135770925,33,33.75,22.5,0,0,0,0,0,1,173.0 c5 Rise,34.801312,135.770925
3,1.31,34801312,135770925,32,11.25,22.5,0,0,0,0,0,1,173.0 c5 Rise,34.801312,135.770925
3,1.33,34801312,135770925,31,303.75,78.8,0,0,0,0,0,1,173.0 c5 Rise,34.801312,135.770925
3,1.34,34801312,135770925,30,281.25,123.8,0,0,0,0,0,1,173.0 c5 Rise,34.801312,135.770925
3,1.35,34801293,135770914,35,281.25,123.8,0,0,0,0,0,1,173.0 c5 Rise,34.801293,135.770914
3,1.36,34801281,135770914,37,292.5,123.8,0,0,0,0,0,1,173.0 c5 Rise,34.801281,135.770914
3,1.37,34801271,135770912,38,303.75,123.8,0,0,0,0,0,1,173.0 c5 Rise,34.801271,135.770912
3,1.38,34801268,135770916,38,303.75,123.8,0,0,0,0,0,1,173.0 c5 Rise,34.801268,135.770916
3,1.39,34801267,135770920,38,270,135,0,0,0,0,0,1,173.0 c5 Rise,34.801267,135.77092
3,1.4,34801266,135770921,38,281.25,135,0,0,0,0,0,1,173.0 c5 Rise,34.801266,135.770921
3,1.41,34801266,135770921,38,292.5,135,0,0,0,0,0,1,173.0 c5 Rise,34.801266,135.770921
3,1.42,34801270,135770924,37,292.5,135,0,0,0,0,0,1,173.0 c5 Rise,34.80127,135.770924
3,1.43,34801272,135770923,37,303.75,146.2,0,0,0,0,0,1,173.0 c5 Rise,34.801272,135.770923
3,1.44,34801274,135770923,37,270,135,11.2,0,0,0,0,1,173.0 c5 Rise,34.801274,135.770923
3,1.45,34801275,135770923,37,270,135,22.5,0,0,0,0,1,173.0 c5 Rise,34.801275,135.770923
3,1.46,34801276,135770922,37,281.25,135,33.8,0,0,0,0,1,173.0 c5 Rise,34.801276,135.770922
3,1.47,34801276,135770922,36,281.25,146.2,45,0,0,0,0,1,173.0 c5 Rise,34.801276,135.770922
3,1.48,34801280,135770921,36,270,123.8,56.2,0,0,0,0,1,173.0 c5 Rise,34.80128,135.770921
3,1.49,34801282,135770920,36,258.75,90,56.2,0,0,0,0,1,173.0 c5 Rise,34.801282,135.77092
3,1.5,34801285,135770918,36,258.75,67.5,56.2,0,0,0,0,1,173.0 c5 Rise,34.801285,135.770918
3,1.51,34801285,135770918,35,236.25,67.5,45,0,0,0,0,1,173.0 c5 Rise,34.801285,135.770918
3,1.52,34801285,135770918,34,270,67.5,33.8,0,0,0,0,1,173.0 c5 Rise,34.801285,135.770918
3,1.53,34801294,135770913,35,315,56.2,0,0,0,0,0,1,173.0 c5 Rise,34.801294,135.770913
3,1.54,34801299,135770911,35,303.75,33.8,0,0,0,0,0,1,173.0 c5 Rise,34.801299,135.770911
3,1.55,34801311,135770910,34,303.75,11.2,11.2,0,0,0,0,1,173.0 c5 Rise,34.801311,135.77091
3,1.56,34801316,135770908,33,303.75,11.2,22.5,0,0,0,0,1,173.0 c5 Rise,34.801316,135.770908
3,1.57,34801314,135770903,34,303.75,0,33.8,0,0,0,0,1,173.0 c5 Rise,34.801314,135.770903
3,1.59,34801314,135770903,33,292.5,0,33.8,0,0,0,0,1,173.0 c5 Rise,34.801314,135.770903
3,2,34801314,135770903,31,292.5,0,33.8,0,0,0,0,1,173.0 c5 Rise,34.801314,135.770903
3,2.1,34801328,135770898,32,292.5,0,33.8,0,0,0,0,1,173.0 c5 Rise,34.801328,135.770898
3,0.4,0,0,244,303.75,0,0,0,0,0,0,1,170.6 altNRdy,0,0
3,0.5,0,0,244,337.5,0,0,0,0,0,0,1,170.6 altNRdy,0,0
3,0.6,0,0,244,337.5,0,0,0,0,0,0,1,170.7 altNRdy,0,0
3,0.7,0,0,244,337.5,0,0,0,0,0,0,1,170.7 altNRdy,0,0
3,0.8,0,0,244,337.5,0,0,0,0,0,0,1,170.7 altNRdy,0,0
3,0.9,0,0,244,337.5,0,0,0,0,0,0,1,170.7 altNRdy,0,0
3,0.1,0,0,244,337.5,0,0,0,0,0,0,1,170.7 altNRdy,0,0
3,0.11,0,0,244,337.5,0,0,0,0,0,0,1,170.7 altNRdy,0,0
3,0.12,0,0,244,337.5,0,0,0,0,0,0,1,170.7 altNRdy,0,0
3,0.13,34801521,135770910,15,337.5,0,0,0,0,0,0,1,170.7 altNRdy,34.801521,135.77091
3,0.15,34801521,135770910,14,326.25,0,0,0,0,0,0,1,170.7 altNRdy,34.801521,135.77091
3,0.16,34801521,135770910,14,303.75,0,0,0,0,0,0,1,170.7 altNRdy,34.801521,135.77091
3,0.17,34801521,135770910,14,315,11.2,0,0,0,0,0,1,170.7 altNRdy,34.801521,135.77091
3,0.18,34801516,135770895,16,22.5,0,0,0,0,0,0,1,170.7 altNRdy,34.801516,135.770895
3,0.19,34801516,135770895,16,45,0,0,0,0,0,0,1,170.7 altNRdy,34.801516,135.770895
3,0.2,34801516,135770895,16,67.5,0,22.5,0,0,0,0,1,172.6 c5 Rise,34.801516,135.770895
3,0.21,34801516,135770895,16,78.75,0,22.5,0,0,0,0,1,172.6 c5 Rise,34.801516,135.770895
3,0.22,34801516,135770895,16,67.5,0,22.5,0,0,0,0,1,172.6 c5 Rise,34.801516,135.770895
3,0.23,34801473,135770834,23,45,0,0,0,0,0,0,1,172.6 c5 Rise,34.801473,135.770834
3,0.24,34801471,135770828,24,348.75,0,0,0,0,0,0,1,171.2 c5 Fall,34.801471,135.770828
3,0.25,34801476,135770826,24,303.75,22.5,0,0,0,0,0,1,171.2 c5 Fall,34.801476,135.770826
3,0.26,34801476,135770823,24,326.25,11.2,0,0,0,0,0,1,171.2 c5 Fall,34.801476,135.770823
