code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data,latitude,longitude
2,0.4,0,0,244,281.25,0,0,0,0,0,0,1,173.5 altNRdy,0,0
2,0.5,34801597,135770977,6,303.75,0,0,0,0,0,0,1,173.6 altNRdy,34.801597,135.770977
2,0.4,34801599,135770962,7,258.75,0,0,0,0,0,0,1,169.8 altNRdy,34.801599,135.770962
2,0.5,34801599,135770962,7,303.75,0,0,0,0,0,0,1,169.8 altNRdy,34.801599,135.770962
2,0.6,34801599,135770962,7,315,0,0,0,0,0,0,1,169.8 altNRdy,34.801599,135.770962
2,0.7,34801599,135770962,7,326.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801599,135.770962
2,0.8,34801599,135770962,7,326.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801599,135.770962
2,0.9,34801599,135770962,7,326.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801599,135.770962
2,0.1,34801599,135770962,7,326.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801599,135.770962
2,0.11,34801599,135770962,7,326.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801599,135.770962
2,0.12,34801599,135770962,7,326.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801599,135.770962
2,0.13,34801625,135770947,9,326.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801625,135.770947
2,0.15,34801625,135770946,10,326.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801625,135.770946
2,0.16,34801629,135770953,9,11.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801629,135.770953
2,0.17,34801631,135770951,9,303.75,45,0,0,0,0,0,1,169.9 altNRdy,34.801631,135.770951
2,0.18,34801631,135770951,9,303.75,11.2,0,0,0,0,0,1,169.9 altNRdy,34.801631,135.770951
2,0.19,34801631,135770951,8,326.25,0,0,0,0,0,0,1,169.9 altNRdy,34.801631,135.770951
2,0.2,34801631,135770951,8,337.5,0,0,0,0,0,0,1,171.6 c5 Rise,34.801631,135.770951
2,0.21,34801631,135770951,8,0,0,0,0,0,0,0,1,171.6 c5 Rise,34.801631,135.770951
2,0.22,34801626,135770952,9,348.75,0,0,0,0,0,0,1,171.6 c5 Rise,34.801626,135.770952
2,0.23,34801624,135770953,9,348.75,0,0,0,0,0,0,1,171.6 c5 Rise,34.801624,135.770953
2,0.24,34801622,135770953,9,348.75,0,0,0,0,0,0,1,171.6 c5 Rise,34.801622,135.770953
2,0.25,34801622,135770953,8,315,0,0,0,0,0,0,1,170.7 c5 Fall,34.801622,135.770953
2,0.26,34801622,135770953,8,303.75,33.8,0,0,0,0,0,1,170.7 c5 Fall,34.801622,135.770953
2,0.27,34801623,135770953,9,326.25,0,0,0,0,0,0,1,170.7 c5 Fall,34.801623,135.770953
2,0.28,34801623,135770954,9,326.25,0,0,0,0,0,0,1,170.7 c5 Fall,34.801623,135.770954
2,0.29,34801623,135770954,8,326.25,0,0,0,0,0,0,1,170.7 c5 Fall,34.801623,135.770954
2,0.3,34801622,135770956,9,326.25,0,0,0,0,0,0,6,NC 0 Heata -0 L,34.801622,135.770956
2,0.31,34801621,135770958,8,348.75,0,0,0,0,0,0,6,NC 2 Heata -0 L,34.801621,135.770958
2,0.32,34801620,135770960,8,348.75,0,0,0,0,0,0,6,NC 4 Heata -0 L,34.80162,135.77096
2,0.33,34801618,135770961,8,348.75,0,0,0,0,0,0,6,NC 6 Heata -0 L,34.801618,135.770961
2,0.34,34801618,135770962,8,337.5,0,0,0,2,0,0,2,t-0.93 Left-0 L,34.801618,135.770962
2,0.35,34801617,135770962,8,337.5,0,0,0,2,0,0,2,t-0.95 Left-0 L,34.801617,135.770962
2,0.36,34801616,135770962,8,337.5,0,0,0,2,0,0,2,t-0.75 Left-0 L,34.801616,135.770962
2,0.37,34801616,135770962,7,315,0,0,0,2,0,0,2,t-0.75 Left-0 L,34.801616,135.770962
2,0.38,34801616,135770962,7,315,0,0,0,2,0,0,2,t-0.75 Left-0 L,34.801616,135.770962
2,0.39,34801616,135770962,7,315,0,0,0,2,0,0,2,t-0.75 Left-0 L,34.801616,135.770962
2,0.41,34801615,135770965,7,315,0,0,0,2,0,0,2,t-0.61 Left-0 L,34.801615,135.770965
2,0.42,34801616,135770966,7,326.25,0,0,0,2,0,0,2,t-0.69 Left-0 L,34.801616,135.770966
2,0.43,34801616,135770966,7,337.5,0,0,0,2,0,0,2,t-1.01 Left-0 L,34.801616,135.770966
2,0.44,34801616,135770966,7,348.75,0,0,0,2,0,0,2,t-1.13 Left-0 L,34.801616,135.770966
2,0.45,34801616,135770966,7,348.75,0,0,0,2,0,0,2,t-1.16 Left-0 L,34.801616,135.770966
2,0.46,34801616,135770966,7,348.75,0,0,0,2,0,0,2,t-1.20 Left-0 L,34.801616,135.770966
2,0.47,34801616,135770966,7,11.25,0,0,0,2,0,0,2,t-1.48 Left-0 L,34.801616,135.770966
2,0.48,34801615,135770966,7,78.75,0,0,0,2,0,0,2,t-2.75 Left-0 L,34.801615,135.770966
2,0.49,34801615,135770966,7,123.75,0,0,0,0,2,0,2,t2.69 Right-0 L,34.801615,135.770966
2,0.5,34801615,135770967,7,78.75,11.2,0,0,2,0,0,2,t-2.76 Left-0 L,34.801615,135.770967
2,0.51,34801615,135770967,7,22.5,11.2,0,0,2,0,0,2,t-1.82 Left-0 L,34.801615,135.770967
2,0.52,34801615,135770967,7,0,0,0,0,2,0,0,2,t-1.53 Left-0 L,34.801615,135.770967
2,0.53,34801615,135770967,7,348.75,0,0,0,2,0,0,2,t-0.99 Left-0 L,34.801615,135.770967
2,0.54,34801615,135770968,7,337.5,0,0,0,2,0,0,2,t-0.76 Left-0 L,34.801615,135.770968
2,0.55,34801615,135770968,7,337.5,0,0,0,2,0,0,2,t-0.66 Left-0 L,34.801615,135.770968
2,0.56,34801615,135770968,7,326.25,0,0,0,2,0,0,2,t-0.62 Left-0 L,34.801615,135.770968
2,0.57,34801615,135770969,7,326.25,0,0,0,2,0,0,2,t-0.61 Left-0 L,34.801615,135.770969
2,0.58,34801615,135770969,7,326.25,0,0,0,2,0,0,2,t-0.61 Left-0 L,34.801615,135.770969
2,0.59,34801615,135770969,7,337.5,0,0,0,2,0,0,2,t-0.63 Left-0 L,34.801615,135.770969
2,1,34801615,135770969,7,337.5,0,0,0,2,0,0,2,t-0.65 Left-0 L,34.801615,135.770969
2,1.1,34801615,135770969,7,337.5,0,0,0,2,0,0,2,t-0.65 Left-0 L,34.801615,135.770969
2,1.2,34801615,135770969,7,315,0,0,0,2,0,0,2,t-0.65 Left-0 L,34.801615,135.770969
2,1.3,34801615,135770969,7,303.75,0,0,0,2,0,0,2,t-0.65 Left-0 L,34.801615,135.770969
2,1.4,34801615,135770969,7,303.75,0,0,0,2,0,0,2,t-0.65 Left-0 L,34.801615,135.770969
2,1.5,34801615,135770969,7,303.75,0,0,0,2,0,0,2,t-0.65 Left-0 L,34.801615,135.770969
2,1.7,34801615,135770970,7,303.75,0,0,0,2,0,0,2,t-0.41 Left-0 L,34.801615,135.77097
2,1.8,34801615,135770970,7,315,0,0,0,2,0,0,2,t-0.60 Left-0 L,34.801615,135.77097
2,1.9,34801614,135770970,7,326.25,0,0,0,2,0,0,2,t-0.68 Left-0 L,34.801614,135.77097
2,1.1,34801614,135770970,7,326.25,0,0,0,2,0,0,2,t-0.72 Left-0 L,34.801614,135.77097
2,1.11,34801614,135770970,7,326.25,0,0,0,2,0,0,2,t-0.70 Left-0 L,34.801614,135.77097
2,1.12,34801614,135770969,7,326.25,0,0,0,2,0,0,2,t-0.71 Left-0 L,34.801614,135.770969
2,1.13,34801614,135770969,7,326.25,0,0,0,2,0,0,2,t-0.71 Left-0 L,34.801614,135.770969
2,1.14,34801614,135770969,7,326.25,0,0,0,2,0,0,2,t-0.71 Left-0 L,34.801614,135.770969
2,1.15,34801613,135770969,7,326.25,0,0,0,2,0,0,2,t-0.73 Left-0 L,34.801613,135.770969
2,1.16,34801613,135770969,7,326.25,0,0,0,2,0,0,2,t-0.72 Left-0 L,34.801613,135.770969
2,1.17,34801613,135770969,7,326.25,0,0,0,2,0,0,2,t-0.72 Left-0 L,34.801613,135.770969
2,1.18,34801612,135770969,7,326.25,0,0,0,2,0,0,2,t-0.65 Left-0 L,34.801612,135.770969
2,1.19,34801612,135770969,7,337.5,0,0,0,2,0,0,2,t-0.70 Left-0 L,34.801612,135.770969
2,1.2,34801612,135770969,7,337.5,0,0,0,2,0,0,2,t-0.72 Left-0 L,34.801612,135.770969
2,1.21,34801612,135770969,7,337.5,0,0,0,2,0,0,2,t-0.73 Left-0 L,34.801612,135.770969
