code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data,latitude,longitude
1,0.4,0,0,244,281.25,0,0,0,0,0,0,1,173.8 altNRdy,0,0
1,0.5,0,0,15,303.75,0,0,0,0,0,0,1,173.8 altNRdy,0,0
1,0.4,0,0,244,270,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.5,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.6,0,0,15,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.7,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.8,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.9,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.1,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.11,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.12,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.13,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.15,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.16,0,0,15,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.17,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.18,0,0,244,281.25,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.19,0,0,244,225,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.2,0,0,244,247.5,0,0,0,0,0,0,1,170.5 altNRdy,0,0
1,0.21,0,0,244,236.25,0,0,0,0,0,0,1,170.8 c5 Rise,0,0
1,0.22,0,0,244,180,0,0,0,0,0,0,1,170.8 c5 Rise,0,0
1,0.23,0,0,244,180,0,0,0,0,0,0,1,170.8 c5 Rise,0,0
1,0.24,0,0,244,191.25,0,0,0,0,0,0,1,170.8 c5 Rise,0,0
1,0.25,0,0,244,202.5,0,0,0,0,0,0,1,170.8 c5 Rise,0,0
1,0.26,0,0,244,225,0,0,0,0,0,0,1,170.8 c5 Rise,0,0
1,0.27,0,0,15,236.25,22.5,0,0,0,0,0,1,171.3 c5 Fall,0,0
1,0.28,0,0,3,270,0,0,0,0,0,0,1,171.3 c5 Fall,0,0
1,0.29,0,0,244,292.5,11.2,0,0,0,0,0,1,171.3 c5 Fall,0,0
1,0.3,0,0,244,303.75,0,0,0,0,0,0,1,171.3 c5 Fall,0,0
1,0.31,0,0,15,303.75,0,0,0,0,0,0,6,0.1 s0.06 a -0 L,0,0
