code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
4,8.49,40142186,139987557,18,-135,90,-45,0,0,0,0,6NC 0 Heatand,
4,8.5,40142186,139987559,19,-135,90,-45,0,0,0,0,6NC 2 Heatand,
4,8.51,40142186,139987559,19,-135,90,-45,0,0,0,0,6NC 4 Heatand,
4,8.52,40142186,139987560,19,-135,90,-45,0,0,0,0,6NC 6 Heatand,
4,8.53,40142186,139987561,19,-135,90,-45,0,0,0,0,6NC 8 Heatand,
4,8.55,40142186,139987561,19,-135,90,-45,0,0,0,0,6NC 10 Heatnd,
4,8.56,40142186,139987562,19,-135,90,-45,0,0,0,0,6NC 12 Heatnd,
4,8.57,40142186,139987562,19,-135,90,-45,0,0,0,0,6NC 14 Heatnd,
4,8.58,40142180,139987564,19,-112.5,90,-45,0,0,0,0,2NC 0 Donend,
4,8.59,40142174,139987565,19,-112.5,67.5,-45,0,3,1,0,2t1.14 Rightd,
4,9,40142174,139987565,19,-112.5,90,-67.5,0,3,1,0,2t1.10 Rightd,
4,9.1,40142174,139987565,18,-112.5,90,-67.5,0,3,1,0,2t1.12 Rightd,
4,9.2,40142174,139987565,18,-112.5,67.5,-67.5,0,3,1,0,2t1.05 Rightd,
4,9.3,40142174,139987565,18,-67.5,45,-67.5,0,3,1,0,2t0.62 Rightd,
4,9.4,40142174,139987565,17,-90,45,-45,0,3,1,0,2t0.57 Rightd,
4,9.5,40142174,139987565,17,-112.5,67.5,-45,0,3,1,0,2t0.47 Rightd,
4,9.6,40142174,139987565,17,-135,45,-22.5,0,3,1,0,2t1.05 Rightd,
4,9.7,40142174,139987565,17,-112.5,45,-45,0,3,1,0,2t1.25 Rightd,
4,9.8,40142180,139987575,20,-112.5,67.5,-45,0,3,1,0,2t1.01 Rightd,
4,9.9,40142180,139987575,19,-112.5,67.5,-45,0,3,1,0,2t0.94 Rightd,
4,9.1,40142180,139987575,19,-90,67.5,-45,0,3,1,0,2t0.79 Rightd,
4,9.11,40142191,139987560,18,-135,67.5,22.5,0,3,1,0,2t1.06 Rightd,
4,9.12,40142191,139987560,18,-135,45,-22.5,0,3,1,0,2t1.31 Rightd,
4,9.13,40142192,139987561,18,-112.5,67.5,-22.5,0,3,1,0,2t1.11 Rightd,
4,9.14,40142192,139987561,18,-135,90,0,0,3,1,0,2t1.16 Rightd,
4,9.15,40142192,139987561,18,180,67.5,0,0,3,1,0,2t1.51 Rightd,
4,9.16,40142192,139987561,17,180,67.5,-22.5,0,3,1,0,2t2.00 Rightd,
4,9.17,40142191,139987565,19,-180,67.5,-22.5,0,3,1,0,2t2.10 Rightd,
4,9.18,40142192,139987566,19,-157.5,67.5,-67.5,0,3,1,0,2t1.71 Rightd,
