code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
8,3.34,40142258,139987055,29,0,67.5,-90,0,0,0,0,6NC 1 Heata -0 L,
8,3.35,40142258,139987055,29,0,67.5,-90,0,0,0,0,6NC 3 Heata -0 L,
8,3.36,40142258,139987055,29,0,90,-90,0,0,0,0,6NC 5 Heata -0 L,
8,3.37,40142289,139987108,24,0,67.5,-90,0,0,0,0,2NC 0 Donea -0 L,
8,3.38,40142295,139987119,23,0,90,-90,0,3,1,0,2t1.72 Right-0 L,
8,3.39,40142300,139987128,23,0,67.5,-90,0,3,1,0,2t1.62 Right-0 L,
8,3.4,40142306,139987137,21,0,67.5,-90,0,3,1,0,2t1.68 Right-0 L,
8,3.41,40142311,139987145,21,0,67.5,-90,0,3,1,0,2t1.77 Right-0 L,
8,3.43,40142315,139987153,20,0,67.5,-90,0,3,1,0,2t1.77 Right-0 L,
8,3.44,40142319,139987170,19,0,67.5,-90,0,3,1,0,2t1.77 Right-0 L,
8,3.45,40142324,139987184,18,0,67.5,-90,0,3,1,0,2t1.82 Right-0 L,
8,3.46,40142330,139987196,17,0,67.5,-90,0,3,1,0,2t1.88 Right-0 L,
8,3.47,40142337,139987201,17,0,67.5,-90,0,3,1,0,2t1.92 Right-0 L,
8,3.48,40142342,139987204,17,0,67.5,-90,0,3,1,0,2t1.95 Right-0 L,
8,3.49,40142347,139987208,17,0,67.5,-90,0,3,1,0,2t2.00 Right-0 L,
8,3.5,40142350,139987212,17,0,67.5,-90,0,3,1,0,2t2.02 Right-0 L,
8,3.51,40142351,139987215,16,0,67.5,-90,0,3,1,0,2t2.03 Right-0 L,
8,3.52,40142352,139987217,16,0,67.5,-90,0,3,1,0,2t2.04 Right-0 L,
8,3.53,40142353,139987219,16,0,67.5,-90,0,3,1,0,2t2.05 Right-0 L,
8,3.54,40142354,139987220,16,0,67.5,-90,0,3,1,0,2t2.06 Right-0 L,
8,3.55,40142355,139987219,16,0,67.5,-90,0,3,1,0,2t2.07 Right-0 L,
8,3.56,40142355,139987219,16,0,67.5,-90,0,3,1,0,2t2.06 Right-0 L,
8,3.57,40142355,139987219,16,0,67.5,-90,0,3,1,0,2t2.06 Right-0 L,
8,3.58,40142359,139987221,16,0,67.5,-90,0,3,1,0,2t2.09 Right-0 L,
8,3.59,40142359,139987221,16,0,67.5,-90,0,3,1,0,2t2.10 Right-0 L,
8,4,40142360,139987222,16,0,67.5,-90,0,3,1,0,2t2.09 Right-0 L,
8,4.1,40142360,139987222,16,0,67.5,-90,0,3,1,0,2t2.10 Right-0 L,
8,4.2,40142360,139987222,16,0,67.5,-90,0,3,1,0,2t2.08 Right-0 L,
8,4.3,40142360,139987222,15,0,67.5,-90,0,3,1,0,2t2.09 Right-0 L,
8,4.4,40142360,139987222,15,0,90,-90,0,3,1,0,2t2.12 Right-0 L,
