code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
10,8.49,40142176,139987569,20,-135,90,22.5,0,0,0,0,6NC 0 Heatand,
10,8.5,40142176,139987569,18,-157.5,90,22.5,0,0,0,0,6NC 2 Heatand,
10,8.51,40142176,139987569,17,-180,90,22.5,0,0,0,0,6NC 4 Heatand,
10,8.52,40142176,139987569,16,-157.5,90,22.5,0,0,0,0,6NC 6 Heatand,
10,8.53,40142176,139987569,16,-157.5,90,22.5,0,0,0,0,6NC 8 Heatand,
10,8.55,40142168,139987575,21,-157.5,90,45,0,0,0,0,6NC 10 Heatnd,
10,8.56,40142170,139987571,20,-157.5,90,45,0,0,0,0,6NC 12 Heatnd,
10,8.57,40142170,139987571,20,-157.5,90,45,0,0,0,0,6NC 14 Heatnd,
10,8.58,40142171,139987571,19,-157.5,90,45,0,0,0,0,2NC 0 Donend,
10,8.59,40142171,139987571,17,-157.5,90,45,0,3,1,0,2t1.47 Rightd,
10,9,40142171,139987571,17,-135,90,45,0,3,1,0,2t1.42 Rightd,
10,9.1,40142171,139987571,16,-157.5,67.5,45,0,3,1,0,2t1.52 Rightd,
10,9.2,40142171,139987571,16,-157.5,67.5,45,0,3,1,0,2t1.69 Rightd,
10,9.3,40142171,139987571,16,-157.5,90,45,0,3,1,0,2t1.36 Rightd,
10,9.4,40142168,139987574,19,-157.5,112.5,45,0,3,1,0,2t1.84 Rightd,
10,9.5,40142168,139987574,18,-112.5,135,45,0,3,1,0,2t0.93 Rightd,
10,9.6,40142168,139987574,17,-157.5,90,45,0,3,1,0,2t1.27 Rightd,
10,9.7,40142168,139987574,16,-135,90,45,0,3,1,0,2t1.38 Rightd,
10,9.8,40142168,139987574,16,-135,90,45,0,3,1,0,2t1.17 Rightd,
10,9.9,40142167,139987571,19,-112.5,112.5,22.5,0,3,1,0,2t1.38 Rightd,
10,9.1,40142166,139987571,19,-112.5,135,0,0,3,1,0,2t0.91 Rightd,
10,9.11,40142165,139987571,19,-112.5,112.5,22.5,0,3,1,0,2t1.10 Rightd,
10,9.12,40142165,139987571,19,-112.5,112.5,0,0,3,1,0,2t1.02 Rightd,
10,9.13,40142165,139987571,19,-112.5,112.5,0,0,3,1,0,2t1.05 Rightd,
10,9.14,40142164,139987571,19,-112.5,112.5,0,0,3,1,0,2t1.10 Rightd,
10,9.15,40142164,139987571,19,-135,112.5,45,0,3,1,0,2t1.23 Rightd,
10,9.16,40142164,139987571,17,-157.5,90,45,0,3,1,0,2t1.45 Rightd,
10,9.17,40142164,139987571,17,180,67.5,22.5,0,3,1,0,2t1.74 Rightd,
10,9.18,40142164,139987571,16,-180,90,0,0,3,1,0,2t2.32 Rightd,
10,9.19,40142172,139987576,19,-157.5,135,0,0,3,1,0,2t1.91 Rightd,
