code,min.sec,lat,lon,dist,yaw,roll,pitch,yaw_to_goal,motor_left,motor_right,stack,seq,data
2,0.4,0,0,71,67.5,22.5,0,0,0,0,0,166.0 altNRdy,
2,0.5,0,0,42,90,22.5,0,0,0,0,0,166.4 altNRdy,
2,0.6,0,0,158,67.5,0,-22.5,0,0,0,0,166.9 altNRdy,
2,0.7,0,0,71,67.5,-22.5,-22.5,0,0,0,0,166.8 altNRdy,
2,0.8,0,0,42,90,-22.5,-22.5,0,0,0,0,166.8 altNRdy,
2,0.9,0,0,158,67.5,0,-22.5,0,0,0,0,166.8 altNRdy,
2,0.1,0,0,196,67.5,22.5,-22.5,0,0,0,0,166.8 altNRdy,
2,0.11,0,0,71,45,22.5,0,0,0,0,0,166.8 altNRdy,
2,0.12,0,0,42,112.5,22.5,45,0,0,0,0,166.8 altNRdy,
2,0.13,0,0,71,135,22.5,67.5,0,0,0,0,166.8 altNRdy,
2,0.15,0,0,71,135,45,45,0,0,0,0,166.8 altNRdy,
2,0.16,0,0,71,135,45,67.5,0,0,0,0,166.8 altNRdy,
2,0.17,0,0,71,157.5,45,45,0,0,0,0,166.8 altNRdy,
2,0.18,0,0,71,157.5,45,45,0,0,0,0,166.8 altNRdy,
2,0.19,0,0,71,157.5,45,45,0,0,0,0,166.8 altNRdy,
2,0.2,0,0,71,180,67.5,67.5,0,0,0,0,166.8 altNRdy,
2,0.21,0,0,71,180,67.5,45,0,0,0,0,166.8 altNRdy,
2,0.22,0,0,71,180,67.5,45,0,0,0,0,166.8 altNRdy,
2,0.23,0,0,71,180,45,45,0,0,0,0,166.8 altNRdy,
2,0.24,0,0,42,157.5,45,22.5,0,0,0,0,166.8 altNRdy,
2,0.25,0,0,158,135,45,0,0,0,0,0,166.8 altNRdy,
2,0.26,0,0,71,90,22.5,0,0,0,0,0,166.8 altNRdy,
2,0.27,0,0,71,45,45,-22.5,0,0,0,0,166.8 altNRdy,
2,0.28,0,0,71,22.5,45,-22.5,0,0,0,0,166.8 altNRdy,
2,0.29,0,0,71,22.5,45,-45,0,0,0,0,166.8 altNRdy,
2,0.3,0,0,71,0,45,-45,0,0,0,0,166.8 altNRdy,
2,0.31,0,0,71,22.5,22.5,-22.5,0,0,0,0,166.8 altNRdy,
2,0.32,0,0,71,45,22.5,0,0,0,0,0,166.8 altNRdy,
2,0.33,0,0,71,90,22.5,0,0,0,0,0,166.8 altNRdy,
2,0.34,0,0,71,90,0,0,0,0,0,0,166.8 altNRdy,
2,0.35,0,0,42,90,-22.5,0,0,0,0,0,166.8 altNRdy,
2,0.36,0,0,158,90,-22.5,0,0,0,0,0,166.8 altNRdy,
2,0.37,0,0,71,90,-22.5,0,0,0,0,0,166.8 altNRdy,
2,0.38,0,0,71,90,-22.5,0,0,0,0,0,166.8 altNRdy,
2,0.39,0,0,71,90,-22.5,0,0,0,0,0,166.8 altNRdy,
2,0.41,0,0,71,90,-22.5,0,0,0,0,0,166.8 altNRdy,
